conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,processed_text,spam_classification,confidence_score,spam_indicators,spam_reason,full_analysis
1960061533175890223,Mon Aug 25 19:27:40 +0000 2025,1,Gedung DPR RI Tanah Abang https://t.co/KLJPDSoCkI,1960061533175890223,https://pbs.twimg.com/amplify_video_thumb/1960061393681760256/img/LEDOfqtyAX_ROFMn.jpg,,in,,0,0,0,https://x.com/undefined/status/1960061533175890223,1866984186168610816,,Gedung DPR RI Tanah Abang https://t.co/KLJPDSoCkI,Spam,7,['1 (URL/Link mencurigakan)'],"The tweet contains a shortened URL (https://t.co/KLJPDSoCkI) without additional context, which is a common indicator of spam. Shortened links can mask the true destination, making it difficult to determine if the link leads to a safe or malicious website. This lack of transparency is a red flag for spam. There are no other obvious indicators present in this tweet, but the use of a shortened link alone is sufficient to classify it as spam according to the provided criteria.","KLASIFIKASI: Spam
SKOR: 7
INDIKATOR: 1 (URL/Link mencurigakan)
ALASAN: The tweet contains a shortened URL (https://t.co/KLJPDSoCkI) without additional context, which is a common indicator of spam. Shortened links can mask the true destination, making it difficult to determine if the link leads to a safe or malicious website. This lack of transparency is a red flag for spam. There are no other obvious indicators present in this tweet, but the use of a shortened link alone is sufficient to classify it as spam according to the provided criteria."
1960061498694517178,Mon Aug 25 19:27:32 +0000 2025,2,Nusron Wahid Bantah Keras Isu Munaslub Golkar: Tegaskan Tidak Ada Pembicaraan di Lingkungan Istana &gt; Kader Senior Kompak Tepis Hoax yang Diciptakan Pihak Tak Bertanggung Jawab https://t.co/a7Zi6HRgEX Bahlil Lahadalia #bahlillahadalia #partaigolkar #golkarpedia Gedung DPR RI https://t.co/H2ZaHEAoQ1,1960061498694517178,https://pbs.twimg.com/media/GzOJiL5bcAA-aD-.jpg,,in,,0,0,3,https://x.com/undefined/status/1960061498694517178,1636365128294895617,,Nusron Wahid Bantah Keras Isu Munaslub Golkar: Tegaskan Tidak Ada Pembicaraan di Lingkungan Istana &gt; Kader Senior Kompak Tepis Hoax yang Diciptakan Pihak Tak Bertanggung Jawab https://t.co/a7Zi6HRgEX Bahlil Lahadalia #bahlillahadalia #partaigolkar #golkarpedia Gedung DPR RI https://t.co/H2ZaHEAoQ1,Spam,7,"['1, 2, 8']","1. URL/Link mencurigakan: The tweet contains a shortened link (https://t.co/a7Zi6HRgEX and https://t.co/H2ZaHEAoQ1) which is a common characteristic of spam to hide the actual destination.

2. Clickbait extreme: The tweet uses phrases like ""Bantah Keras"" (Strongly Object) and ""Tegaskan Tidak Ada Pembicaraan"" (Firmly Denies Any Discussion), which aim to provoke curiosity and encourage clicks without providing substantial context or information.

3. Promosi tanpa konteks yang relevan: Although not explicitly promoting a product or service, the tweet seems to push a particular narrative or viewpoint without providing relevant context or background information, which can be a spam indicator.

The tweet does not clearly fit into other spam criteria (excessive punctuation, all caps, personal info requests, unrealistic offers, content duplication, etc.). However, the presence of shortened links and clickbait-style phrasing leads to its classification as spam. The score of 7 reflects a moderate level of suspicion due to these indicators, but without further context or analysis of the linked content, it's challenging to definitively categorize it as high-confidence spam.","KLASIFIKASI: Spam
SKOR: 7
INDIKATOR: 1, 2, 8
ALASAN:

1. URL/Link mencurigakan: The tweet contains a shortened link (https://t.co/a7Zi6HRgEX and https://t.co/H2ZaHEAoQ1) which is a common characteristic of spam to hide the actual destination.

2. Clickbait extreme: The tweet uses phrases like ""Bantah Keras"" (Strongly Object) and ""Tegaskan Tidak Ada Pembicaraan"" (Firmly Denies Any Discussion), which aim to provoke curiosity and encourage clicks without providing substantial context or information.

3. Promosi tanpa konteks yang relevan: Although not explicitly promoting a product or service, the tweet seems to push a particular narrative or viewpoint without providing relevant context or background information, which can be a spam indicator.

The tweet does not clearly fit into other spam criteria (excessive punctuation, all caps, personal info requests, unrealistic offers, content duplication, etc.). However, the presence of shortened links and clickbait-style phrasing leads to its classification as spam. The score of 7 reflects a moderate level of suspicion due to these indicators, but without further context or analysis of the linked content, it's challenging to definitively categorize it as high-confidence spam."
1960061370415845392,Mon Aug 25 19:27:01 +0000 2025,5,yesca cans https://t.co/mAFXwsffO4 https://t.co/Rpi10vb2Nd https://t.co/EydrdkblDU https://t.co/Rpi10vb2Nd https://t.co/cHAhZV7Fsz arhan Azizah DPR RI #Super1MViews https://t.co/0354KSDQ2h,1960061370415845392,https://pbs.twimg.com/media/GzOJZT7aMAAFj_C.jpg,,in,,0,19,4,https://x.com/undefined/status/1960061370415845392,2253606776,,yesca cans https://t.co/mAFXwsffO4 https://t.co/Rpi10vb2Nd https://t.co/EydrdkblDU https://t.co/Rpi10vb2Nd https://t.co/cHAhZV7Fsz arhan Azizah DPR RI #Super1MViews https://t.co/0354KSDQ2h,Spam,8,"['1, 2, 8']","1. URL/Link mencurigakan: Tweet ini mengandung beberapa link (https://t.co/mAFXwsffO4, https://t.co/Rpi10vb2Nd, https://t.co/EydrdkblDU, https://t.co/Rpi10vb2Nd, dan https://t.co/cHAhZV7Fsz) tanpa konteks yang jelas. Link-link ini mencurigakan karena tidak menyertakan informasi tentang apa yang akan diperoleh setelah mengklik.

2. Clickbait extreme: Tweet menggunakan ""Super1MViews"" dan ""arhan Azizah DPR RI"" tanpa konteks yang jelas, yang dapat menjadi bentuk clickbait untuk menarik perhatian dan memicu pengunjung untuk mengklik link.

3. Promosi tanpa konteks yang relevan: Tweet ini tidak menyertakan konteks yang relevan dengan link-link yang diberikan. Ini bisa dianggap sebagai promosi tanpa konteks yang berarti, yang merupakan indikator spam.

Dalam hal ini, tweet tersebut dianggap sebagai spam karena mengandung beberapa indikator yang relevan dengan kriteria spam, seperti link mencurigakan tanpa konteks, clickbait extreme, dan promosi tanpa konteks yang relevan. Skor kepercayaan diberikan sebanyak 8 karena, secara keseluruhan, tweet ini memiliki beberapa tanda dari spam tanpa menunjukkan indikator-inikan yang jelas untuk menentukan bukan spam.","KLASIFIKASI: Spam
SKOR: 8
INDIKATOR: 1, 2, 8
ALASAN:

1. URL/Link mencurigakan: Tweet ini mengandung beberapa link (https://t.co/mAFXwsffO4, https://t.co/Rpi10vb2Nd, https://t.co/EydrdkblDU, https://t.co/Rpi10vb2Nd, dan https://t.co/cHAhZV7Fsz) tanpa konteks yang jelas. Link-link ini mencurigakan karena tidak menyertakan informasi tentang apa yang akan diperoleh setelah mengklik.

2. Clickbait extreme: Tweet menggunakan ""Super1MViews"" dan ""arhan Azizah DPR RI"" tanpa konteks yang jelas, yang dapat menjadi bentuk clickbait untuk menarik perhatian dan memicu pengunjung untuk mengklik link.

3. Promosi tanpa konteks yang relevan: Tweet ini tidak menyertakan konteks yang relevan dengan link-link yang diberikan. Ini bisa dianggap sebagai promosi tanpa konteks yang berarti, yang merupakan indikator spam.

Dalam hal ini, tweet tersebut dianggap sebagai spam karena mengandung beberapa indikator yang relevan dengan kriteria spam, seperti link mencurigakan tanpa konteks, clickbait extreme, dan promosi tanpa konteks yang relevan. Skor kepercayaan diberikan sebanyak 8 karena, secara keseluruhan, tweet ini memiliki beberapa tanda dari spam tanpa menunjukkan indikator-inikan yang jelas untuk menentukan bukan spam."
1960061317974499565,Mon Aug 25 19:26:49 +0000 2025,9,Tanah Abang Gedung DPR RI https://t.co/ZMFeJpggsV,1960061317974499565,https://pbs.twimg.com/amplify_video_thumb/1960061189947559936/img/b93eb1ZXkumZ7RZF.jpg,,in,,0,0,3,https://x.com/undefined/status/1960061317974499565,1866984186168610816,,Tanah Abang Gedung DPR RI https://t.co/ZMFeJpggsV,Spam,8,"['1 (URL/Link mencurigakan), 9 (Promosi tanpa konteks yang relevan)']","The tweet contains a shortened URL (https://t.co/ZMFeJpggsV) which is a common spam tactic to hide the actual destination. Additionally, there is no relevant context provided with the link, making it a promotion without context, another spam indicator. The tweet does not fit into the 'Not Spam' criteria as it does not appear to be normal conversation, sharing factual news, expressing a reasonable personal opinion, or engaging in normal social interaction. Instead, it seems to be a promotional message disguised as information about Tanah Abang Gedung DPR RI.","KLASIFIKASI: Spam
SKOR: 8
INDIKATOR: 1 (URL/Link mencurigakan), 9 (Promosi tanpa konteks yang relevan)
ALASAN: The tweet contains a shortened URL (https://t.co/ZMFeJpggsV) which is a common spam tactic to hide the actual destination. Additionally, there is no relevant context provided with the link, making it a promotion without context, another spam indicator. The tweet does not fit into the 'Not Spam' criteria as it does not appear to be normal conversation, sharing factual news, expressing a reasonable personal opinion, or engaging in normal social interaction. Instead, it seems to be a promotional message disguised as information about Tanah Abang Gedung DPR RI."
1960060382979981479,Mon Aug 25 19:23:06 +0000 2025,59,Azizah Salsha Arhan Gedung DPR RI Persatuan Bangsa Pengalihan Ready ️ https://t.co/gbXZCcdFZj https://t.co/gbXZCcdFZj https://t.co/gbXZCcdFZj https://t.co/gbXZCcdFZj https://t.co/gbXZCcdFZj https://t.co/Ip2U1ddGvi,1960060382979981479,https://pbs.twimg.com/media/GzOIcfBWkAAG9Ty.jpg,,in,,0,93,8,https://x.com/undefined/status/1960060382979981479,300776637,,Azizah Salsha Arhan Gedung DPR RI Persatuan Bangsa Pengalihan Ready ️ https://t.co/gbXZCcdFZj https://t.co/gbXZCcdFZj https://t.co/gbXZCcdFZj https://t.co/gbXZCcdFZj https://t.co/gbXZCcdFZj https://t.co/Ip2U1ddGvi,Spam,8,"['1, 2, 8']","1. URL/Link mencurigakan: The tweet contains multiple short links (bit.ly) without context, which is a common spam indicator.

2. Excessive punctuation: The tweet uses repetitive links and an emoticon, which can be seen as excessive punctuation, a spam trait.

8. Clickbait extreme: The tweet's repetitive linking and lack of clear context could be interpreted as clickbait, aiming to entice users to click without clear information about the content.

The tweet does not clearly convey its purpose or context, making it suspicious and likely spam. It lacks normal conversation elements, sharing of factual news, personal opinion, or social interaction, further supporting its classification as spam.","KLASIFIKASI: Spam
SKOR: 8
INDIKATOR: 1, 2, 8
ALASAN:

1. URL/Link mencurigakan: The tweet contains multiple short links (bit.ly) without context, which is a common spam indicator.

2. Excessive punctuation: The tweet uses repetitive links and an emoticon, which can be seen as excessive punctuation, a spam trait.

8. Clickbait extreme: The tweet's repetitive linking and lack of clear context could be interpreted as clickbait, aiming to entice users to click without clear information about the content.

The tweet does not clearly convey its purpose or context, making it suspicious and likely spam. It lacks normal conversation elements, sharing of factual news, personal opinion, or social interaction, further supporting its classification as spam."
1960001442703618331,Mon Aug 25 19:20:28 +0000 2025,0,@humaniesproject @DPR_RI @DPRIAN_ Ndak kuat https://t.co/BwK3NtF5k4,1960059721639141788,https://pbs.twimg.com/tweet_video_thumb/GzOH7FhboAATsos.jpg,humaniesproject,in,,0,0,0,https://x.com/undefined/status/1960059721639141788,1197411735881170944,,@humaniesproject @DPR_RI @DPRIAN_ Ndak kuat https://t.co/BwK3NtF5k4,Spam,7,"['1 (URL/Link mencurigakan), 8 (Clickbait extreme)']","The tweet contains a shortened URL (https://t.co/BwK83NtF5k4) which is a common spam tactic to hide the actual destination. Additionally, the phrase ""Ndak kuat"" (not strong) followed by the link could be an attempt at clickbait, encouraging users to click without clear context about what they might find. The tweet lacks clear context or relevance, fitting the criteria for spam.","KLASIFIKASI: Spam
SKOR: 7
INDIKATOR: 1 (URL/Link mencurigakan), 8 (Clickbait extreme)
ALASAN: The tweet contains a shortened URL (https://t.co/BwK83NtF5k4) which is a common spam tactic to hide the actual destination. Additionally, the phrase ""Ndak kuat"" (not strong) followed by the link could be an attempt at clickbait, encouraging users to click without clear context about what they might find. The tweet lacks clear context or relevance, fitting the criteria for spam."
1960059425135468847,Mon Aug 25 19:19:17 +0000 2025,1,Ternyata pajak mereka ditanggung negara Pantes banyak yang berambisi jadi anggota DPR RI sampe gila kalau gagal. Cuan ternyata cuk... https://t.co/mp4GogEYbp,1960059425135468847,https://pbs.twimg.com/media/GzOHqK2b0AEk40T.jpg,,in,,0,0,0,https://x.com/undefined/status/1960059425135468847,194582998,,Ternyata pajak mereka ditanggung negara Pantes banyak yang berambisi jadi anggota DPR RI sampe gila kalau gagal. Cuan ternyata cuk... https://t.co/mp4GogEYbp,Spam,7,"['1, 2, 8']","1. URL/Link mencurigakan (bit.ly, tinyurl, link pendek tanpa konteks): The tweet contains a shortened link (https://t.co/mp4GogEYbp) without context, which is a common spam indicator.

2. Promosi berlebihan (kata-kata seperti ""GRATIS!"", ""MENANG!"", ""KLIK SEKARANG!""): Although this tweet does not explicitly use such phrases, the clickbait extreme (""ternyata cuan ternyata cuk..."") can be seen as an attempt to entice clicks, which aligns with this criterion.

3. Clickbait extreme (""WAJIB TAHU!"", ""RAHASIA INI...""): The tweet uses ""ternyata cuan ternyata cuk..."" which can be interpreted as clickbait, aiming to provoke curiosity and encourage users to click the link.

The tweet does not clearly fit other spam criteria like excessive punctuation, ALL CAPS, requesting personal information, or offering unrealistic deals. It does share a political opinion, but the inclusion of a shortened link without context pushes it towards the spam classification. The score of 7 reflects a moderate level of suspicion due to the presence of the shortened link and clickbait language.","KLASIFIKASI: Spam
SKOR: 7
INDIKATOR: 1, 2, 8
ALASAN:

1. URL/Link mencurigakan (bit.ly, tinyurl, link pendek tanpa konteks): The tweet contains a shortened link (https://t.co/mp4GogEYbp) without context, which is a common spam indicator.

2. Promosi berlebihan (kata-kata seperti ""GRATIS!"", ""MENANG!"", ""KLIK SEKARANG!""): Although this tweet does not explicitly use such phrases, the clickbait extreme (""ternyata cuan ternyata cuk..."") can be seen as an attempt to entice clicks, which aligns with this criterion.

3. Clickbait extreme (""WAJIB TAHU!"", ""RAHASIA INI...""): The tweet uses ""ternyata cuan ternyata cuk..."" which can be interpreted as clickbait, aiming to provoke curiosity and encourage users to click the link.

The tweet does not clearly fit other spam criteria like excessive punctuation, ALL CAPS, requesting personal information, or offering unrealistic deals. It does share a political opinion, but the inclusion of a shortened link without context pushes it towards the spam classification. The score of 7 reflects a moderate level of suspicion due to the presence of the shortened link and clickbait language."
1960058859424481359,Mon Aug 25 19:17:02 +0000 2025,0,Up. Presiden RI @prabowo bcc. @TitiekSoeharto @bang_dasco ; apakah para pejabat negara (LBP + JKW cs) &amp; Anggota DPR/ lembaga2 tinggi negara yg gaji &amp; fasilitas yg mereka dpt tiap2 bulan dikenakan Pph 21? kalian self assesment utk Isi SPPT? Knp hanya rakyat yg bayar &amp; diancam?,1960058859424481359,,,in,,0,0,0,https://x.com/undefined/status/1960058859424481359,389336140,,Up. Presiden RI @prabowo bcc. @TitiekSoeharto @bang_dasco ; apakah para pejabat negara (LBP + JKW cs) &amp; Anggota DPR/ lembaga2 tinggi negara yg gaji &amp; fasilitas yg mereka dpt tiap2 bulan dikenakan Pph 21? kalian self assesment utk Isi SPPT? Knp hanya rakyat yg bayar &amp; diancam?,Not Spam,1,['1. Percakapan normal/diskusi'],"The tweet appears to be a discussion or question directed at specific individuals, including the President of Indonesia and other high-ranking officials. It does not contain any of the typical spam indicators such as excessive punctuation, all caps, requests for personal information, or promotional language. Instead, it seems to be a query about taxation policies and the fairness of tax burdens on public officials compared to ordinary citizens. This type of content can be classified as normal discussion or opinion, hence it is not spam.","KLASIFIKASI: Not Spam
SKOR: 1
INDIKATOR: 1. Percakapan normal/diskusi
ALASAN: The tweet appears to be a discussion or question directed at specific individuals, including the President of Indonesia and other high-ranking officials. It does not contain any of the typical spam indicators such as excessive punctuation, all caps, requests for personal information, or promotional language. Instead, it seems to be a query about taxation policies and the fairness of tax burdens on public officials compared to ordinary citizens. This type of content can be classified as normal discussion or opinion, hence it is not spam."
1959542903690440779,Mon Aug 25 19:14:40 +0000 2025,0,@04_zainal YG BUAT VIDEO BUZZER DPR RI.TIDAK SECARA LAGSG INI VIDEO MENDUKUNG ATAS KENIKMATAN YG DIPEROLEH DPR.,1960058260997988760,,04_zainal,in,,0,0,0,https://x.com/undefined/status/1960058260997988760,1927404998620545024,,@04_zainal YG BUAT VIDEO BUZZER DPR RI.TIDAK SECARA LAGSG INI VIDEO MENDUKUNG ATAS KENIKMATAN YG DIPEROLEH DPR.,Spam,7,"['1 (Konten duplikat/template yang sama), 8 (Clickbait extreme ""INI VIDEO MENDUKUNG ATAS KENIKMATAN YG DIPEROLEH DPR."")']","Tweet ini diklasifikasikan sebagai spam karena mengandung indikator-indikator yang menunjukkan tujuan promosi atau penarikan perhatian tanpa konteks yang relevan. 

1. Konten Duplikat/Template Yang Sama: Tweet ini menunjukkan sebuah format yang terlihat seperti kritik atau pertanyaan yang sering digunakan dalam diskusi online, tetapi tanpa konteks yang jelas tentang siapa yang bersangkutan (DPR RI) atau apa yang dimaksud dengan ""video buzzer"". Ini bisa dianggap sebagai indikator dari template yang digunakan secara berkala tanpa konteks khusus.

2. Clickbait Extreme: Pertanyaan ""INI VIDEO MENDUKUNG ATAS KENIKMATAN YG DIPEROLEH DPR."" menggunakan frasa ""WAJIB TAHU!"" yang biasa digunakan dalam clickbait untuk menarik perhatian dan memicu curiositas tanpa memberikan konteks yang cukup tentang apa yang akan diketahui. Ini menunjukkan tujuan untuk menarik perhatian tanpa memberikan informasi yang bernilai.

Sebagai hasil analisis, skor kepercayaan diberikan 7 karena, sementara tweet tersebut tidak menggunakan beberapa indikator spam yang paling teruk seperti URL kurang tepat, promosi berlebihan, atau meminta informasi pribadi, tetapi masih mengandung karakteristik yang menunjukkan tujuan promosi atau menarik perhatian tanpa konteks yang jelas.","KLASIFIKASI: Spam
SKOR: 7
INDIKATOR: 1 (Konten duplikat/template yang sama), 8 (Clickbait extreme ""INI VIDEO MENDUKUNG ATAS KENIKMATAN YG DIPEROLEH DPR."")
ALASAN: Tweet ini diklasifikasikan sebagai spam karena mengandung indikator-indikator yang menunjukkan tujuan promosi atau penarikan perhatian tanpa konteks yang relevan. 

1. Konten Duplikat/Template Yang Sama: Tweet ini menunjukkan sebuah format yang terlihat seperti kritik atau pertanyaan yang sering digunakan dalam diskusi online, tetapi tanpa konteks yang jelas tentang siapa yang bersangkutan (DPR RI) atau apa yang dimaksud dengan ""video buzzer"". Ini bisa dianggap sebagai indikator dari template yang digunakan secara berkala tanpa konteks khusus.

2. Clickbait Extreme: Pertanyaan ""INI VIDEO MENDUKUNG ATAS KENIKMATAN YG DIPEROLEH DPR."" menggunakan frasa ""WAJIB TAHU!"" yang biasa digunakan dalam clickbait untuk menarik perhatian dan memicu curiositas tanpa memberikan konteks yang cukup tentang apa yang akan diketahui. Ini menunjukkan tujuan untuk menarik perhatian tanpa memberikan informasi yang bernilai.

Sebagai hasil analisis, skor kepercayaan diberikan 7 karena, sementara tweet tersebut tidak menggunakan beberapa indikator spam yang paling teruk seperti URL kurang tepat, promosi berlebihan, atau meminta informasi pribadi, tetapi masih mengandung karakteristik yang menunjukkan tujuan promosi atau menarik perhatian tanpa konteks yang jelas."
1960058045511475514,Mon Aug 25 19:13:48 +0000 2025,3,Tanah Abang Gedung DPR RI !!! https://t.co/TgscbSCu6P,1960058045511475514,https://pbs.twimg.com/amplify_video_thumb/1960057752207986688/img/pxgEGCAwBtJjfMAk.jpg,,in,,1,0,0,https://x.com/undefined/status/1960058045511475514,1866984186168610816,,Tanah Abang Gedung DPR RI !!! https://t.co/TgscbSCu6P,Spam,7,"['1 (URL/Link mencurigakan), 9 (Promosi tanpa konteks yang relevan)']","The tweet contains a shortened URL (https://t.co/TgscbSCu6P) which is a common spam tactic to hide the actual destination. Additionally, the tweet lacks relevant context, making the promotion seem out of place and potentially misleading. The content does not appear to be a normal discussion, sharing of factual news, personal opinion, social interaction, educational material, or personal status update, further supporting its classification as spam.","KLASIFIKASI: Spam
SKOR: 7
INDIKATOR: 1 (URL/Link mencurigakan), 9 (Promosi tanpa konteks yang relevan)
ALASAN: The tweet contains a shortened URL (https://t.co/TgscbSCu6P) which is a common spam tactic to hide the actual destination. Additionally, the tweet lacks relevant context, making the promotion seem out of place and potentially misleading. The content does not appear to be a normal discussion, sharing of factual news, personal opinion, social interaction, educational material, or personal status update, further supporting its classification as spam."
1960057842591031495,Mon Aug 25 19:13:00 +0000 2025,0,Hesti transleter china morowali https://t.co/NnjD4R2wlZ Sikat ketua Gedung DPR RI,1960057842591031495,,,in,,0,0,0,https://x.com/undefined/status/1960057842591031495,1920643887984746496,,Hesti transleter china morowali https://t.co/NnjD4R2wlZ Sikat ketua Gedung DPR RI,Spam,8,"['1 (URL/Link mencurigakan), 9 (Promosi tanpa konteks yang relevan)']","The tweet contains a shortened URL (https://t.co/NnjD4R2wlZ) which is a common spam tactic to hide the actual destination. Additionally, the tweet promotes an item, ""Hesti transleter china morowali,"" without providing any relevant context or explanation, making it seem like an unsolicited advertisement. There's no indication of normal conversation, sharing of factual news, personal opinion, or educational content, further supporting its classification as spam.","KLASIFIKASI: Spam
SKOR: 8
INDIKATOR: 1 (URL/Link mencurigakan), 9 (Promosi tanpa konteks yang relevan)
ALASAN: The tweet contains a shortened URL (https://t.co/NnjD4R2wlZ) which is a common spam tactic to hide the actual destination. Additionally, the tweet promotes an item, ""Hesti transleter china morowali,"" without providing any relevant context or explanation, making it seem like an unsolicited advertisement. There's no indication of normal conversation, sharing of factual news, personal opinion, or educational content, further supporting its classification as spam."
1960057804372533560,Mon Aug 25 19:12:51 +0000 2025,17,Senin arhan Gedung DPR RI tanah abang Carmen Azizah Salsha Ready vcs https://t.co/IzPkncNWIi,1960057804372533560,https://pbs.twimg.com/ext_tw_video_thumb/1960057793022775296/pu/img/soLa7C7X4CGNX3si.jpg,,in,,0,0,5,https://x.com/undefined/status/1960057804372533560,1939018725912633344,,Senin arhan Gedung DPR RI tanah abang Carmen Azizah Salsha Ready vcs https://t.co/IzPkncNWIi,Spam,7,"['1 (URL/Link mencurigakan), 9 (Promosi tanpa konteks yang relevan)']","The tweet contains a shortened URL (https://t.co/IzPkncNWIi) which is a common spam indicator as it obscures the actual destination. Additionally, the tweet promotes a news event without providing relevant context, making it seem like an attempt to drive traffic rather than share informative content. The tweet does not appear to fit the criteria for non-spam categories like normal conversation, sharing factual news, or personal updates.","KLASIFIKASI: Spam
SKOR: 7
INDIKATOR: 1 (URL/Link mencurigakan), 9 (Promosi tanpa konteks yang relevan)
ALASAN: The tweet contains a shortened URL (https://t.co/IzPkncNWIi) which is a common spam indicator as it obscures the actual destination. Additionally, the tweet promotes a news event without providing relevant context, making it seem like an attempt to drive traffic rather than share informative content. The tweet does not appear to fit the criteria for non-spam categories like normal conversation, sharing factual news, or personal updates."
1960057424515400109,Mon Aug 25 19:11:20 +0000 2025,0,Melihat DPR RI dan Konstitusi yang lagi viral kita harus waspada biar #StabilitasDemokrasi nggak goyah https://t.co/SmEpm4wra0,1960057424515400109,https://pbs.twimg.com/media/GzOF1W6bsAALg06.jpg,,in,,0,0,0,https://x.com/undefined/status/1960057424515400109,2757376954,,Melihat DPR RI dan Konstitusi yang lagi viral kita harus waspada biar #StabilitasDemokrasi nggak goyah https://t.co/SmEpm4wra0,Not Spam,1,['1. Percakapan normal/diskusi'],"The tweet discusses a current event (viral DPR RI and Constitution), expresses a concern about democratic stability, and provides a link to an article for further reading. It does not exhibit any of the spam indicators such as excessive punctuation, all caps, requests for personal information, or promotions that seem too good to be true. The link provided is a full URL (https://t.co/SmEpm4wra0) rather than a shortened one, which reduces the risk of clicking on a potentially malicious link. The tweet appears to be a normal discussion or sharing of information, hence classified as not spam.","KLASIFIKASI: Not Spam
SKOR: 1
INDIKATOR: 1. Percakapan normal/diskusi
ALASAN: The tweet discusses a current event (viral DPR RI and Constitution), expresses a concern about democratic stability, and provides a link to an article for further reading. It does not exhibit any of the spam indicators such as excessive punctuation, all caps, requests for personal information, or promotions that seem too good to be true. The link provided is a full URL (https://t.co/SmEpm4wra0) rather than a shortened one, which reduces the risk of clicking on a potentially malicious link. The tweet appears to be a normal discussion or sharing of information, hence classified as not spam."
1960056517358661639,Mon Aug 25 19:07:44 +0000 2025,0,Dibalik viral DPR RI sama Konstitusi yuk edukasi diri biar #StabilitasDemokrasi nggak cuma wacana https://t.co/Y7TftDtL3Z,1960056517358661639,https://pbs.twimg.com/ext_tw_video_thumb/1960056088860172288/pu/img/b7jCLQgPEHJ6umku.jpg,,in,,0,0,0,https://x.com/undefined/status/1960056517358661639,1598495857225371648,,Dibalik viral DPR RI sama Konstitusi yuk edukasi diri biar #StabilitasDemokrasi nggak cuma wacana https://t.co/Y7TftDtL3Z,Not Spam,10,"['1. Percakapan normal/diskusi, 2. Sharing berita/informasi faktual, 3. Konten edukatif']","The tweet is classified as not spam because it does not exhibit any of the criteria typically associated with spam. It does not contain suspicious URLs (it uses a full t.co link), excessive punctuation, all caps, or requests for personal information. There is no blatant promotion or overly enticing offers, and the content appears to be a discussion about democratic stability and education, sharing a relevant news article. The use of normal language, factual information, and educational content further supports its classification as not spam.","KLASIFIKASI: Not Spam
SKOR: 10
INDIKATOR: 1. Percakapan normal/diskusi, 2. Sharing berita/informasi faktual, 3. Konten edukatif
ALASAN: The tweet is classified as not spam because it does not exhibit any of the criteria typically associated with spam. It does not contain suspicious URLs (it uses a full t.co link), excessive punctuation, all caps, or requests for personal information. There is no blatant promotion or overly enticing offers, and the content appears to be a discussion about democratic stability and education, sharing a relevant news article. The use of normal language, factual information, and educational content further supports its classification as not spam."
1959505914282840224,Mon Aug 25 19:06:07 +0000 2025,0,@NasiAking234 @ike_hw71 @prabowo @DPR_RI tanah yg gede itu HGB bang gk bisa SHM. jd si TS ttp punya point krn dia mempermasalahin pbb utk shm doang.,1960056112662843455,,NasiAking234,in,,0,0,0,https://x.com/undefined/status/1960056112662843455,81998798,,@NasiAking234 @ike_hw71 @prabowo @DPR_RI tanah yg gede itu HGB bang gk bisa SHM. jd si TS ttp punya point krn dia mempermasalahin pbb utk shm doang.,Not Spam,1,['1. Percakapan normal/diskusi'],"The tweet appears to be a normal conversation or discussion, possibly about a political or public issue, as indicated by the mentions (@NasiAking234, @ike_hw71, @prabowo, @DPR_RI) and the use of abbreviations like ""HGB"" and ""SHM,"" which might refer to specific terms or entities in the Indonesian context. There is no evidence of excessive punctuation, all caps, requests for personal information, or promotional language. The content seems to be a comment or opinion on a matter of public interest, rather than spam.","KLASIFIKASI: Not Spam
SKOR: 1
INDIKATOR: 1. Percakapan normal/diskusi
ALASAN: The tweet appears to be a normal conversation or discussion, possibly about a political or public issue, as indicated by the mentions (@NasiAking234, @ike_hw71, @prabowo, @DPR_RI) and the use of abbreviations like ""HGB"" and ""SHM,"" which might refer to specific terms or entities in the Indonesian context. There is no evidence of excessive punctuation, all caps, requests for personal information, or promotional language. The content seems to be a comment or opinion on a matter of public interest, rather than spam."
